user_id,TestGroup,country,age,transaction_count,total_spent
5595,A,Italy,23,0,0
5662,B,Greece,34,1,9.989999771118164
5755,B,Germany,40,0,0
5757,A,Greece,38,0,0
5821,B,Norway,30,0,0
5858,B,Greece,29,0,0
5869,A,Greece,40,0,0
6495,B,Norway,26,0,0
6549,B,Norway,18,13,145.87000036239624
6581,B,Italy,24,0,0
6613,A,Greece,27,0,0
6629,A,Greece,31,0,0
6634,A,Greece,32,0,0
6995,A,Greece,24,0,0
7040,A,Bulgaria,36,0,0
7224,B,Bulgaria,30,0,0
7323,B,Germany,50,1,19.989999771118164
7758,B,Bulgaria,37,0,0
7838,A,Greece,28,0,0
7846,B,Italy,37,14,158.85999965667725
7848,B,Greece,30,0,0
7966,B,Greece,27,0,0
8082,B,Italy,40,2,5.979999780654907
8456,A,Bulgaria,19,0,0
8491,B,Bulgaria,20,2,1.9800000190734863
8531,B,Norway,31,0,0
8847,A,Greece,38,0,0
8920,A,Italy,33,0,0
8927,B,Italy,35,2,1.9800000190734863
8986,B,Greece,25,0,0
9075,B,Bulgaria,26,0,0
9175,B,Greece,31,0,0
9204,B,Italy,32,0,0
9426,A,Greece,31,3,11.96999979019165
9548,B,Germany,45,2,1.9800000190734863
9719,B,Italy,24,0,0
10083,A,Germany,47,1,99.98999786376953
10110,A,Bulgaria,31,0,0
10163,A,Italy,31,0,0
10319,B,Greece,34,0,0
10365,A,Greece,22,0,0
10528,B,Greece,32,0,0
10671,A,Bulgaria,27,0,0
10674,A,Norway,23,0,0
10893,A,Greece,32,0,0
11097,B,Greece,28,0,0
11458,B,Italy,30,0,0
11748,B,Norway,30,0,0
11854,A,Bulgaria,27,0,0
11864,B,Italy,33,0,0
11911,B,Greece,23,0,0
12175,A,Bulgaria,38,0,0
12209,A,Italy,30,0,0
12442,A,Greece,25,0,0
12453,A,Bulgaria,34,0,0
12487,B,Greece,31,0,0
12871,B,Italy,26,0,0
13059,A,Germany,52,2,5.979999780654907
13160,B,Germany,38,0,0
13229,A,Bulgaria,18,0,0
298,A,Bulgaria,34,0,0
1849,B,Italy,31,1,0.9900000095367432
2096,B,Greece,35,2,100.97999787330627
2145,B,Bulgaria,27,0,0
2501,A,Bulgaria,37,0,0
2534,B,Bulgaria,31,0,0
2639,B,Greece,35,0,0
2649,B,Bulgaria,24,0,0
2854,A,Bulgaria,23,0,0
3063,B,Greece,30,0,0
3095,A,Bulgaria,27,7,47.929999113082886
3134,A,Bulgaria,24,0,0
3426,B,Greece,27,0,0
3500,A,Bulgaria,35,0,0
3543,A,Greece,25,0,0
3707,A,Greece,27,2,14.979999542236328
3751,B,Greece,29,10,113.90000057220459
3768,A,Greece,39,0,0
3844,A,Bulgaria,31,3,15.969999551773071
4034,B,Italy,33,0,0
4268,A,Greece,25,0,0
4278,A,Bulgaria,33,0,0
4726,A,Greece,34,0,0
4924,B,Bulgaria,40,0,0
5006,A,Greece,25,9,157.91000247001648
5099,B,Greece,27,0,0
5217,B,Italy,30,0,0
5343,A,Italy,20,0,0
5870,A,Greece,30,1,0.9900000095367432
5955,B,Germany,51,0,0
6117,B,Greece,33,4,56.96000146865845
6695,B,Bulgaria,34,0,0
6857,A,Bulgaria,34,0,0
7207,B,Italy,31,0,0
7480,B,Bulgaria,27,0,0
7630,B,Greece,28,1,9.989999771118164
7941,A,Bulgaria,26,0,0
7973,A,Bulgaria,35,0,0
8213,B,Italy,33,19,99.80999803543091
8453,B,Greece,32,1,0.9900000095367432
8644,B,Italy,27,0,0
8753,A,Bulgaria,40,0,0
8877,A,Bulgaria,29,1,0.9900000095367432
9352,A,Greece,29,0,0
9448,B,Norway,29,1,0.9900000095367432
9673,A,Italy,29,0,0
9739,B,Greece,23,0,0
10326,B,Greece,28,0,0
10629,A,Greece,33,0,0
10746,B,Bulgaria,32,0,0
10770,A,Bulgaria,29,0,0
10859,B,Italy,32,0,0
10870,B,Norway,27,0,0
11089,B,Bulgaria,29,0,0
11144,B,Germany,48,0,0
11192,B,Greece,30,0,0
11434,A,Greece,28,0,0
11462,A,Bulgaria,25,0,0
11578,A,Bulgaria,29,0,0
11658,A,Bulgaria,26,0,0
11908,A,Italy,40,0,0
12133,B,Bulgaria,34,0,0
12555,A,Bulgaria,26,0,0
12739,B,Greece,28,0,0
12743,A,Greece,33,0,0
12981,A,Italy,29,0,0
13096,B,Greece,24,2,1.9800000190734863
13390,B,Greece,26,1,0.9900000095367432
427,A,Bulgaria,26,0,0
1090,B,Italy,30,0,0
1226,B,Bulgaria,29,0,0
1262,A,Germany,43,0,0
1403,B,Greece,33,0,0
1503,A,Germany,42,0,0
1780,A,Bulgaria,28,1,4.989999771118164
2064,A,Bulgaria,28,0,0
2176,A,Bulgaria,26,0,0
2585,A,Norway,24,0,0
2878,A,Italy,27,0,0
3042,B,Greece,26,0,0
3151,A,Greece,20,0,0
3166,B,Greece,37,0,0
3501,A,Bulgaria,30,0,0
3531,A,Greece,29,1,9.989999771118164
3663,B,Greece,32,0,0
3903,B,Greece,25,0,0
3948,B,Bulgaria,23,0,0
3986,A,Bulgaria,33,1,0.9900000095367432
4171,A,Bulgaria,27,0,0
4286,A,Bulgaria,37,0,0
4442,B,Greece,30,0,0
4856,B,Greece,27,0,0
4857,B,Greece,23,14,168.85999965667725
4963,A,Greece,37,0,0
5200,B,Greece,30,0,0
5207,B,Greece,24,0,0
5626,B,Greece,37,0,0
5786,A,Bulgaria,22,0,0
6069,A,Germany,43,10,137.900000333786
6264,B,Italy,36,0,0
6465,B,Bulgaria,38,0,0
6596,B,Bulgaria,27,0,0
6600,A,Bulgaria,26,0,0
6636,B,Italy,23,0,0
6772,B,Greece,34,1,0.9900000095367432
6885,A,Italy,39,0,0
7026,A,Norway,21,25,305.7499988079071
7248,B,Greece,27,0,0
7315,B,Bulgaria,28,0,0
7562,A,Germany,51,0,0
7590,A,Germany,39,0,0
7651,B,Italy,34,0,0
7727,A,Bulgaria,37,0,0
8010,A,Greece,34,4,65.96000123023987
8028,A,Greece,33,0,0
8375,B,Germany,47,0,0
8524,B,Bulgaria,29,3,6.96999979019165
8674,A,Bulgaria,23,0,0
8707,B,Greece,31,0,0
8934,B,Bulgaria,24,0,0
9066,A,Bulgaria,29,0,0
9196,A,Greece,30,0,0
9239,A,Greece,29,0,0
10200,B,Greece,33,0,0
10336,A,Italy,23,0,0
10389,B,Bulgaria,24,0,0
10716,B,Greece,28,0,0
10805,B,Bulgaria,31,0,0
11106,B,Bulgaria,22,0,0
11111,B,Bulgaria,37,0,0
11162,B,Bulgaria,35,0,0
11312,B,Bulgaria,31,0,0
11431,B,Greece,22,0,0
11494,B,Bulgaria,30,0,0
11750,B,Greece,30,0,0
12050,A,Bulgaria,26,0,0
12253,B,Bulgaria,34,0,0
12362,B,Greece,39,0,0
12364,A,Norway,37,2,29.979999542236328
12706,A,Greece,33,0,0
12860,B,Greece,30,0,0
286,A,Bulgaria,33,0,0
1384,B,Bulgaria,28,0,0
1394,B,Bulgaria,27,0,0
1576,B,Bulgaria,24,0,0
1638,B,Greece,33,0,0
2038,B,Bulgaria,29,0,0
2047,A,Italy,29,0,0
2259,B,Norway,34,0,0
2394,B,Greece,40,1,0.9900000095367432
2697,B,Bulgaria,28,0,0
3052,B,Italy,38,0,0
3369,A,Norway,30,0,0
3595,B,Greece,33,0,0
3712,B,Greece,33,0,0
4798,B,Greece,26,0,0
5024,B,Germany,47,2,29.979999542236328
5202,A,Greece,39,0,0
5299,B,Greece,36,3,11.96999979019165
5519,A,Greece,31,0,0
5581,A,Bulgaria,24,1,49.9900016784668
5659,A,Greece,38,0,0
5730,B,Norway,27,6,58.940001487731934
5926,A,Germany,44,0,0
5987,B,Greece,34,0,0
6060,B,Italy,18,0,0
6233,B,Bulgaria,28,0,0
6310,B,Bulgaria,33,0,0
6346,A,Bulgaria,32,0,0
6365,A,Greece,32,9,247.91000056266785
6493,A,Greece,27,0,0
6559,A,Bulgaria,27,1,4.989999771118164
6574,A,Greece,20,0,0
6672,A,Bulgaria,31,4,16.959999561309814
6677,A,Greece,27,0,0
6868,B,Bulgaria,28,0,0
7031,B,Bulgaria,24,0,0
7401,A,Greece,25,0,0
7514,A,Bulgaria,40,0,0
7592,B,Bulgaria,30,0,0
7718,B,Germany,48,0,0
7960,B,Germany,47,0,0
7986,B,Greece,24,0,0
8235,B,Bulgaria,19,0,0
8696,B,Bulgaria,30,0,0
8821,A,Germany,53,2,1.9800000190734863
8884,A,Greece,29,0,0
9761,A,Bulgaria,32,0,0
9950,B,Bulgaria,29,1,0.9900000095367432
10559,B,Bulgaria,33,0,0
10647,B,Norway,29,0,0
10740,B,Bulgaria,35,0,0
11014,A,Bulgaria,33,0,0
11053,B,Bulgaria,26,0,0
11280,A,Italy,38,0,0
11793,B,Bulgaria,29,0,0
11804,B,Greece,28,0,0
12092,A,Norway,34,0,0
12244,A,Bulgaria,24,0,0
12408,A,Italy,35,2,24.979999542236328
12416,A,Bulgaria,30,0,0
12526,A,Italy,19,0,0
12618,B,Germany,45,0,0
13029,B,Bulgaria,32,0,0
788,A,Norway,28,0,0
800,B,Bulgaria,22,2,14.979999542236328
1395,A,Bulgaria,33,0,0
1471,B,Greece,31,0,0
1562,B,Greece,33,0,0
1744,A,Germany,47,0,0
1929,B,Greece,30,0,0
2160,A,Greece,23,0,0
2212,B,Greece,19,0,0
2215,A,Norway,18,0,0
2268,B,Bulgaria,35,0,0
2591,A,Germany,39,0,0
2947,A,Bulgaria,23,1,9.989999771118164
2953,B,Bulgaria,31,0,0
3118,B,Greece,29,0,0
3242,B,Greece,26,0,0
3418,B,Germany,49,3,39.96999931335449
3562,A,Bulgaria,28,0,0
4274,A,Bulgaria,22,4,20.959999322891235
4276,B,Bulgaria,27,0,0
4322,B,Germany,55,0,0
4460,B,Germany,39,1,19.989999771118164
4565,B,Bulgaria,37,0,0
4717,A,Greece,35,0,0
4772,A,Greece,26,9,77.90999865531921
4802,B,Bulgaria,27,0,0
4887,A,Bulgaria,26,0,0
4958,B,Bulgaria,32,0,0
4989,B,Bulgaria,25,0,0
5133,A,Italy,32,0,0
5215,A,Bulgaria,29,0,0
5487,A,Italy,31,0,0
5561,B,Bulgaria,32,0,0
5609,A,Italy,28,0,0
5738,A,Norway,37,0,0
6119,B,Bulgaria,34,0,0
6222,A,Greece,34,0,0
6335,B,Greece,28,0,0
6351,A,Norway,26,0,0
6624,A,Greece,28,0,0
6789,A,Bulgaria,34,1,0.9900000095367432
6845,A,Bulgaria,32,0,0
6960,B,Germany,43,0,0
7469,A,Bulgaria,23,1,99.98999786376953
7641,B,Bulgaria,26,0,0
7660,B,Greece,41,0,0
7968,B,Greece,33,3,29.969999313354492
8046,A,Greece,22,0,0
8581,A,Greece,37,1,0.9900000095367432
8595,B,Italy,29,0,0
8631,A,Italy,27,0,0
8885,A,Greece,36,0,0
9322,B,Germany,35,19,305.8099970817566
9605,A,Italy,33,0,0
9815,B,Bulgaria,32,0,0
9838,A,Bulgaria,33,1,49.9900016784668
9859,A,Greece,27,0,0
9902,A,Bulgaria,23,0,0
9980,B,Greece,33,0,0
10478,A,Italy,30,0,0
10538,A,Italy,36,0,0
10551,B,Greece,18,0,0
10641,B,Bulgaria,29,0,0
10825,A,Bulgaria,18,0,0
11011,A,Greece,31,1,0.9900000095367432
11225,A,Bulgaria,27,0,0
11761,A,Bulgaria,24,0,0
11906,A,Norway,31,0,0
11960,B,Bulgaria,29,0,0
12307,A,Bulgaria,28,2,5.979999780654907
12563,A,Italy,23,1,49.9900016784668
12821,B,Greece,26,0,0
13100,A,Greece,23,2,19.979999542236328
13149,B,Bulgaria,32,0,0
13183,A,Germany,55,0,0
13391,B,Italy,32,0,0
13405,B,Bulgaria,27,0,0
13440,B,Greece,30,0,0
13749,B,Greece,35,0,0
1178,B,Bulgaria,23,0,0
1338,B,Bulgaria,29,2,14.979999542236328
1380,B,Bulgaria,34,0,0
2459,B,Bulgaria,20,0,0
2508,B,Bulgaria,23,1,0.9900000095367432
2729,B,Bulgaria,26,0,0
2774,A,Germany,37,0,0
3116,B,Greece,31,0,0
3154,B,Greece,27,0,0
3565,B,Greece,28,0,0
3711,B,Greece,35,0,0
3882,A,Italy,31,0,0
3941,B,Bulgaria,20,0,0
4026,B,Bulgaria,36,0,0
4054,B,Bulgaria,27,0,0
4200,A,Italy,29,11,64.8899986743927
4410,B,Greece,34,0,0
4522,B,Greece,40,0,0
4710,A,Italy,24,0,0
4715,A,Bulgaria,28,1,0.9900000095367432
5003,B,Greece,18,1,19.989999771118164
5012,A,Greece,20,1,4.989999771118164
5087,A,Italy,19,2,14.979999542236328
5171,A,Bulgaria,23,7,23.929999351501465
5196,B,Greece,39,0,0
5276,A,Italy,32,0,0
5309,B,Greece,29,0,0
5335,A,Italy,25,4,70.96000123023987
5503,A,Greece,32,0,0
5729,B,Bulgaria,32,0,0
5806,B,Bulgaria,26,0,0
6097,A,Bulgaria,33,0,0
6415,A,Germany,54,0,0
6432,A,Greece,22,0,0
6950,A,Italy,30,0,0
6956,A,Norway,34,0,0
7119,A,Norway,26,0,0
7192,A,Bulgaria,26,0,0
7220,A,Germany,48,0,0
7430,A,Bulgaria,28,0,0
7453,B,Bulgaria,34,0,0
7503,A,Italy,30,0,0
7762,B,Italy,24,0,0
8146,B,Italy,30,0,0
8207,B,Germany,41,0,0
8514,A,Bulgaria,30,0,0
8673,A,Bulgaria,39,0,0
8807,A,Bulgaria,18,0,0
8987,B,Italy,32,6,111.94000291824341
9009,B,Greece,34,6,113.93999767303467
9298,B,Germany,57,0,0
9727,B,Italy,21,7,131.93000268936157
9771,A,Greece,28,0,0
9916,A,Italy,18,1,0.9900000095367432
10002,A,Greece,21,0,0
10295,B,Greece,34,0,0
10296,A,Greece,35,0,0
10323,A,Greece,22,0,0
10384,A,Bulgaria,33,1,0.9900000095367432
10492,B,Bulgaria,21,0,0
10575,A,Greece,34,2,5.979999780654907
10627,B,Greece,20,0,0
10921,A,Greece,23,0,0
10927,B,Germany,44,0,0
11148,B,Bulgaria,26,0,0
11158,A,Greece,33,0,0
11499,B,Greece,31,0,0
11588,B,Bulgaria,27,0,0
11590,A,Germany,38,0,0
11733,B,Greece,25,0,0
12230,A,Bulgaria,18,0,0
12422,A,Norway,32,0,0
12535,A,Italy,31,0,0
12715,A,Bulgaria,30,0,0
13710,B,Germany,56,1,0.9900000095367432
13791,A,Bulgaria,19,0,0
1392,A,Bulgaria,34,0,0
1405,B,Bulgaria,33,0,0
1440,A,Greece,33,0,0
1534,A,Germany,56,0,0
1577,B,Bulgaria,28,0,0
2517,A,Bulgaria,30,0,0
2748,A,Bulgaria,22,0,0
3110,A,Greece,32,0,0
3821,A,Germany,40,0,0
3982,A,Greece,25,0,0
4067,A,Bulgaria,26,1,0.9900000095367432
4197,B,Bulgaria,24,0,0
4283,B,Norway,27,2,20.979999780654907
4446,B,Greece,28,30,259.69999742507935
4625,B,Germany,35,86,964.1400046348572
4911,B,Bulgaria,39,0,0
4974,A,Norway,18,0,0
5165,B,Bulgaria,28,0,0
5429,A,Greece,30,0,0
5488,A,Bulgaria,25,8,48.91999912261963
5604,B,Bulgaria,28,0,0
5705,A,Greece,34,0,0
5996,B,Bulgaria,23,0,0
6143,B,Bulgaria,22,0,0
6209,B,Greece,31,5,36.94999933242798
6844,B,Bulgaria,26,2,5.979999780654907
6931,A,Greece,27,0,0
7318,A,Bulgaria,26,0,0
7344,A,Bulgaria,31,0,0
7357,A,Bulgaria,32,0,0
7498,A,Bulgaria,25,0,0
7821,B,Greece,36,0,0
7909,A,Greece,33,0,0
8152,A,Greece,30,0,0
8171,A,Norway,25,0,0
8248,A,Bulgaria,26,0,0
8438,B,Bulgaria,40,0,0
8493,B,Greece,36,0,0
8494,B,Greece,25,3,2.9700000286102295
8512,A,Greece,30,0,0
8731,A,Greece,26,0,0
8828,A,Germany,54,0,0
9208,A,Greece,37,0,0
9895,A,Bulgaria,28,0,0
9953,A,Germany,49,1,0.9900000095367432
10006,A,Germany,51,0,0
10027,A,Italy,33,0,0
10416,B,Bulgaria,36,0,0
10569,B,Bulgaria,39,0,0
10625,B,Bulgaria,38,0,0
11048,B,Bulgaria,34,0,0
11166,B,Greece,35,0,0
11242,A,Greece,20,0,0
11388,B,Bulgaria,37,0,0
11403,B,Germany,41,0,0
11482,A,Norway,18,2,20.979999780654907
11934,B,Bulgaria,26,0,0
12062,B,Greece,35,2,149.97999954223633
12172,A,Italy,34,0,0
12965,A,Greece,29,1,4.989999771118164
13790,B,Greece,32,0,0
19,A,Bulgaria,28,0,0
323,A,Bulgaria,21,0,0
1105,B,Bulgaria,28,0,0
1261,A,Germany,41,0,0
1505,B,Greece,22,0,0
1750,B,Germany,43,0,0
2106,A,Norway,28,0,0
2373,B,Norway,26,2,20.979999780654907
2692,A,Bulgaria,30,1,49.9900016784668
2875,B,Bulgaria,32,0,0
2999,B,Greece,27,0,0
3171,B,Bulgaria,27,0,0
3216,B,Norway,33,0,0
3298,A,Bulgaria,37,0,0
3468,A,Greece,33,1,19.989999771118164
3599,B,Bulgaria,25,1,4.989999771118164
3619,B,Bulgaria,21,0,0
3684,B,Greece,33,0,0
4029,B,Greece,33,0,0
4115,A,Greece,29,37,297.62999653816223
4339,B,Greece,32,0,0
4490,B,Bulgaria,28,2,1.9800000190734863
4561,B,Italy,31,20,362.8000011444092
4583,A,Italy,20,8,165.91999650001526
4730,B,Germany,45,6,60.93999886512756
4779,B,Italy,31,24,338.76000356674194
4855,B,Greece,28,1,0.9900000095367432
5011,A,Italy,23,0,0
5113,A,Greece,25,28,243.71999955177307
5386,B,Italy,33,0,0
5608,A,Greece,20,0,0
5627,A,Norway,20,10,103.89999866485596
5791,A,Bulgaria,23,0,0
5964,B,Bulgaria,32,0,0
6506,B,Germany,44,0,0
6805,B,Bulgaria,30,0,0
6830,B,Bulgaria,26,0,0
6834,A,Germany,44,7,140.930002450943
6917,A,Greece,32,0,0
6920,A,Greece,28,13,198.87000370025635
6973,B,Italy,27,16,226.84000372886658
7024,A,Bulgaria,18,0,0
7151,B,Italy,28,0,0
7355,A,Bulgaria,37,0,0
7405,B,Bulgaria,20,0,0
7787,B,Bulgaria,33,0,0
7845,A,Bulgaria,33,0,0
7866,A,Bulgaria,28,0,0
8007,A,Germany,44,0,0
8143,A,Bulgaria,28,1,0.9900000095367432
8285,B,Bulgaria,35,2,1.9800000190734863
8557,B,Germany,48,0,0
8642,A,Italy,28,0,0
8886,A,Greece,34,0,0
9206,B,Bulgaria,28,0,0
9410,A,Bulgaria,27,0,0
9511,A,Greece,39,0,0
9803,B,Italy,24,8,132.92000269889832
9812,B,Greece,31,0,0
9913,B,Italy,28,0,0
9921,B,Germany,50,2,5.979999780654907
10095,A,Bulgaria,40,0,0
10152,B,Italy,35,0,0
10608,A,Bulgaria,28,0,0
11026,B,Bulgaria,34,0,0
11094,A,Italy,23,0,0
11134,A,Bulgaria,35,0,0
11870,A,Greece,31,0,0
11965,B,Greece,29,0,0
12083,B,Greece,22,0,0
12128,A,Bulgaria,28,0,0
12198,B,Greece,23,0,0
12320,B,Bulgaria,38,0,0
12667,B,Greece,20,0,0
12859,B,Italy,25,1,0.9900000095367432
12887,A,Bulgaria,29,0,0
12969,B,Bulgaria,31,0,0
13003,B,Italy,23,0,0
13040,A,Italy,28,1,19.989999771118164
13118,A,Greece,35,0,0
13345,A,Germany,49,0,0
13657,A,Germany,53,0,0
149,B,Norway,32,0,0
714,B,Bulgaria,24,0,0
1347,A,Bulgaria,30,0,0
1424,A,Bulgaria,32,0,0
1431,A,Greece,26,0,0
1777,A,Bulgaria,24,0,0
1823,B,Germany,54,0,0
2025,B,Greece,24,0,0
2075,B,Bulgaria,26,0,0
2192,A,Greece,36,0,0
2408,B,Bulgaria,27,0,0
2874,A,Bulgaria,34,0,0
3391,B,Greece,27,6,230.9399950504303
3639,B,Greece,30,1,0.9900000095367432
4409,B,Bulgaria,28,0,0
4569,B,Greece,30,0,0
4624,B,Italy,29,0,0
4775,B,Bulgaria,26,0,0
5036,A,Bulgaria,31,0,0
5302,B,Greece,33,0,0
5469,B,Bulgaria,38,0,0
5695,B,Greece,21,0,0
5779,B,Bulgaria,22,0,0
5867,B,Germany,57,0,0
5936,B,Greece,30,0,0
6007,A,Bulgaria,25,0,0
6103,A,Germany,40,0,0
6232,A,Germany,43,0,0
6367,B,Greece,34,0,0
6384,A,Italy,20,0,0
6394,B,Germany,43,0,0
6487,A,Germany,40,43,752.5700008869171
6694,B,Greece,30,0,0
6925,A,Greece,38,0,0
6952,A,Norway,40,0,0
6982,B,Bulgaria,27,0,0
7003,A,Greece,37,0,0
7104,A,Bulgaria,31,0,0
7131,B,Greece,28,1,0.9900000095367432
7271,A,Italy,41,0,0
7317,A,Greece,22,0,0
7407,B,Greece,31,0,0
8045,A,Greece,29,1,19.989999771118164
8050,A,Greece,32,0,0
8275,A,Germany,48,0,0
8366,A,Greece,39,0,0
8431,B,Germany,44,0,0
8443,B,Bulgaria,36,0,0
8475,A,Bulgaria,39,0,0
8724,A,Bulgaria,22,0,0
9199,A,Greece,41,0,0
9203,B,Bulgaria,29,0,0
9517,A,Bulgaria,20,0,0
9570,B,Italy,28,0,0
9601,B,Bulgaria,38,0,0
9849,B,Greece,24,0,0
10257,A,Germany,52,0,0
10294,B,Italy,24,0,0
10358,B,Bulgaria,34,0,0
10725,A,Italy,34,0,0
10728,B,Bulgaria,28,0,0
10831,A,Italy,28,0,0
11230,A,Italy,37,0,0
11287,B,Bulgaria,35,0,0
11296,A,Bulgaria,21,0,0
11305,B,Greece,31,0,0
11796,B,Italy,21,0,0
12040,A,Norway,29,0,0
12359,B,Greece,24,0,0
12365,B,Greece,24,1,0.9900000095367432
12853,B,Italy,33,0,0
12950,B,Italy,40,0,0
13103,A,Italy,23,0,0
13492,B,Italy,27,1,19.989999771118164
260,A,Bulgaria,27,0,0
1896,B,Germany,39,0,0
2097,A,Germany,50,1,9.989999771118164
2264,A,Greece,35,0,0
2324,A,Italy,21,0,0
2523,B,Bulgaria,36,0,0
2553,B,Bulgaria,21,0,0
2643,B,Bulgaria,27,0,0
2839,A,Bulgaria,29,0,0
2933,B,Greece,40,0,0
3124,B,Bulgaria,22,0,0
3436,B,Greece,34,0,0
3739,A,Bulgaria,29,0,0
4009,B,Greece,41,0,0
4187,A,Bulgaria,29,0,0
4279,B,Greece,32,0,0
4864,A,Norway,29,68,760.3200032711029
5257,B,Greece,26,0,0
5397,A,Bulgaria,33,0,0
5712,B,Greece,33,0,0
5723,A,Germany,50,0,0
5789,B,Bulgaria,32,6,72.94000124931335
5828,B,Greece,26,1,4.989999771118164
5834,A,Bulgaria,30,0,0
6091,A,Bulgaria,34,0,0
6128,A,Germany,51,3,34.96999931335449
6219,B,Greece,23,0,0
6234,B,Bulgaria,32,0,0
6417,A,Greece,25,0,0
6421,A,Bulgaria,37,0,0
6852,A,Bulgaria,33,0,0
6996,A,Greece,35,0,0
7342,B,Greece,25,0,0
7643,A,Greece,25,0,0
7945,B,Germany,51,1,9.989999771118164
7965,B,Bulgaria,28,0,0
7967,B,Bulgaria,38,0,0
8348,B,Italy,26,1,0.9900000095367432
8450,A,Bulgaria,32,0,0
8604,A,Bulgaria,30,0,0
8706,B,Greece,35,1,0.9900000095367432
8829,B,Norway,33,5,66.95000123977661
8965,B,Greece,36,0,0
9072,A,Bulgaria,25,0,0
9285,A,Bulgaria,35,0,0
9514,B,Greece,28,0,0
9740,A,Bulgaria,26,1,0.9900000095367432
9757,A,Bulgaria,21,0,0
9900,A,Greece,41,4,71.96000146865845
10346,B,Italy,22,0,0
10535,A,Greece,19,0,0
10682,A,Greece,24,0,0
10707,A,Bulgaria,28,0,0
10743,B,Bulgaria,24,0,0
10748,B,Germany,38,4,35.959999322891235
10905,A,Italy,41,0,0
11483,A,Germany,37,0,0
11508,A,Bulgaria,24,0,0
11558,B,Germany,51,0,0
11878,A,Italy,23,5,32.94999957084656
12274,A,Norway,32,0,0
12592,B,Greece,28,1,9.989999771118164
12894,A,Greece,37,1,4.989999771118164
13167,A,Italy,33,0,0
13249,A,Bulgaria,34,0,0
13678,A,Italy,19,0,0
1507,A,Greece,29,0,0
1639,B,Greece,33,0,0
1697,B,Bulgaria,38,1,49.9900016784668
1698,B,Bulgaria,34,0,0
1975,A,Norway,37,0,0
1976,A,Germany,51,0,0
2198,A,Norway,30,0,0
2372,B,Germany,47,0,0
2807,A,Bulgaria,28,0,0
2810,A,Greece,20,0,0
2965,A,Greece,32,0,0
2969,A,Bulgaria,37,0,0
3026,A,Bulgaria,29,0,0
3241,B,Germany,43,0,0
3310,B,Italy,30,0,0
3524,B,Greece,22,0,0
3537,B,Bulgaria,28,0,0
3645,A,Bulgaria,26,0,0
3665,A,Greece,39,0,0
4004,A,Bulgaria,32,0,0
4039,A,Bulgaria,34,0,0
4046,A,Greece,32,0,0
4186,A,Bulgaria,32,0,0
4193,B,Bulgaria,24,0,0
4280,B,Greece,26,0,0
4501,B,Greece,28,0,0
4594,B,Bulgaria,29,3,70.9700014591217
4827,A,Bulgaria,32,0,0
4829,A,Bulgaria,31,0,0
4997,A,Greece,20,0,0
5041,A,Italy,39,0,0
5636,A,Greece,28,15,312.84999656677246
5694,B,Greece,28,0,0
6036,B,Greece,31,0,0
6389,B,Greece,34,0,0
6538,A,Bulgaria,36,0,0
6790,B,Norway,34,0,0
7438,A,Greece,29,1,9.989999771118164
7939,A,Bulgaria,38,0,0
7961,B,Bulgaria,21,0,0
8003,B,Germany,50,1,0.9900000095367432
8225,B,Greece,33,0,0
8313,B,Bulgaria,35,0,0
8386,A,Italy,35,0,0
8666,B,Italy,35,0,0
8739,B,Bulgaria,34,0,0
8789,B,Italy,37,0,0
8843,A,Greece,31,0,0
9124,B,Bulgaria,22,0,0
9145,B,Greece,36,0,0
9424,B,Germany,46,0,0
9532,B,Italy,27,0,0
9583,B,Norway,23,0,0
9586,A,Bulgaria,25,0,0
9587,B,Italy,23,1,4.989999771118164
9593,B,Bulgaria,18,0,0
9629,A,Italy,41,0,0
9709,B,Bulgaria,37,0,0
9724,A,Italy,30,1,0.9900000095367432
10063,A,Bulgaria,27,0,0
10100,B,Greece,29,0,0
10185,B,Italy,28,1,0.9900000095367432
10236,B,Greece,37,0,0
10277,A,Bulgaria,23,0,0
10334,B,Italy,34,0,0
10391,A,Greece,30,0,0
10711,A,Bulgaria,25,0,0
10776,A,Greece,33,0,0
10853,A,Greece,30,0,0
11152,A,Bulgaria,30,0,0
11264,A,Bulgaria,29,1,19.989999771118164
11478,B,Germany,45,0,0
11527,A,Germany,46,1,9.989999771118164
11871,A,Greece,29,0,0
11971,B,Greece,28,7,57.929999113082886
12260,A,Bulgaria,29,0,0
12292,A,Greece,20,0,0
12713,B,Greece,37,0,0
12851,B,Bulgaria,26,0,0
13305,A,Greece,26,0,0
1416,B,Bulgaria,31,0,0
1486,B,Germany,42,0,0
1517,B,Greece,31,0,0
1671,B,Greece,29,0,0
1890,B,Bulgaria,34,0,0
1983,A,Bulgaria,25,0,0
2033,A,Germany,51,0,0
2178,A,Germany,53,0,0
2314,B,Germany,43,0,0
2532,B,Bulgaria,23,0,0
3097,A,Bulgaria,32,0,0
3393,A,Greece,24,0,0
3772,A,Greece,33,0,0
4214,A,Bulgaria,31,0,0
4304,A,Germany,43,3,30.96999955177307
4367,A,Bulgaria,36,0,0
4415,A,Greece,29,4,65.96000123023987
4474,A,Greece,31,0,0
4919,A,Germany,51,71,1190.289992570877
5068,A,Bulgaria,27,0,0
5275,A,Bulgaria,23,0,0
5623,A,Italy,37,0,0
5898,B,Bulgaria,33,0,0
5957,B,Greece,33,4,11.959999561309814
6420,A,Greece,30,0,0
6614,A,Italy,36,0,0
